,deaths,energy_used,kills,missiles_fired,points,run,status,tank,team
1256,1,80,0,1,-4,686,loser,black,0
1257,4,100,4,14,2,686,loser,green,1
1258,4,0,2,2,-7,686,loser,purple,0
1259,1,120,7,29,54,686,winner,blue,1
1260,4,0,0,0,-20,685,loser,black,0
1261,2,20,2,19,11,685,loser,green,1
1262,2,20,0,0,-10,685,loser,purple,0
1263,0,40,6,36,54,685,winner,blue,1
1264,2,60,0,0,-14,684,loser,black,0
1265,0,60,5,25,51,684,winner,green,1
1266,4,0,0,1,-20,684,loser,purple,0
1267,0,0,1,9,13,684,loser,blue,1
1268,7,140,1,7,-19,683,loser,black,0
1269,3,260,5,38,31,683,loser,green,1
1270,2,260,1,5,1,683,loser,purple,0
1271,2,140,7,38,52,683,winner,blue,1
1272,3,200,0,8,-10,682,loser,black,0
1273,4,340,8,43,52,682,winner,green,1
1274,4,300,1,9,-12,682,loser,purple,0
1275,4,140,6,51,37,682,loser,blue,1
1276,2,260,1,0,-4,681,loser,black,0
1277,2,0,7,46,52,681,winner,green,1
1278,6,0,0,1,-28,681,loser,purple,0
1279,1,80,3,18,20,681,loser,blue,1
1280,5,20,1,0,-19,680,loser,black,0
1281,0,0,6,40,50,680,winner,green,1
1282,3,160,0,1,-12,680,loser,purple,0
1283,3,0,4,17,16,680,loser,blue,1
1284,5,0,0,0,-26,679,loser,black,0
1285,1,160,4,30,34,679,loser,green,1
1286,3,0,0,0,-15,679,loser,purple,0
1287,0,60,5,33,51,679,winner,blue,1
1288,3,40,0,1,-13,678,loser,black,0
1289,4,40,6,57,32,678,loser,green,1
1290,4,100,0,0,-20,678,loser,purple,0
1291,2,200,7,35,50,678,winner,blue,1
1292,5,0,0,0,-25,677,loser,black,0
1293,0,200,3,28,36,677,loser,green,1
1294,4,280,1,2,-17,677,loser,purple,0
1295,0,80,5,36,51,677,winner,blue,1
1296,3,20,0,0,-14,676,loser,black,0
1297,0,20,6,29,51,676,winner,green,1
1298,6,220,0,0,-28,676,loser,purple,0
1299,1,0,4,37,29,676,loser,blue,1
1300,6,260,0,1,-31,675,loser,black,0
1301,2,160,6,49,51,675,winner,green,1
1302,4,20,0,2,-15,675,loser,purple,0
1303,0,180,6,41,49,675,loser,blue,1
1304,2,20,0,0,-11,674,loser,black,0
1305,1,200,4,39,50,674,winner,green,1
1306,3,1040,0,3,-17,674,loser,purple,0
1307,0,80,3,24,22,674,loser,blue,1
1308,2,0,0,0,-10,673,loser,black,0
1309,2,80,1,14,-2,673,loser,green,1
1310,2,40,0,0,-10,673,loser,purple,0
1311,1,140,6,26,51,673,winner,blue,1
1312,4,120,1,0,-15,672,loser,black,0
1313,3,100,8,42,53,672,winner,green,1
1314,6,0,3,11,-5,672,loser,purple,0
1315,2,120,3,21,19,672,loser,blue,1
1316,5,0,2,3,-11,671,loser,black,0
1317,0,80,5,39,51,671,winner,green,1
1318,5,120,1,0,-21,671,loser,purple,0
1319,2,360,4,26,26,671,loser,blue,1
1320,4,120,0,0,-22,670,loser,black,0
1321,1,200,3,12,23,670,loser,green,1
1322,3,0,0,0,-15,670,loser,purple,0
1323,0,40,5,43,50,670,winner,blue,1
1324,6,60,0,0,-31,669,loser,black,0
1325,0,0,6,29,54,669,winner,green,1
1326,2,0,0,0,-10,669,loser,purple,0
1327,2,0,4,21,28,669,loser,blue,1
1328,5,100,0,0,-25,668,loser,black,0
1329,0,0,2,15,18,668,loser,green,1
1330,2,40,0,0,-10,668,loser,purple,0
1331,2,60,7,28,53,668,winner,blue,1
1332,6,160,0,3,-24,667,loser,black,0
1333,0,380,5,34,51,667,winner,green,1
1334,3,180,0,5,-18,667,loser,purple,0
1335,1,400,5,43,43,667,loser,blue,1
1336,4,60,0,0,-21,666,loser,black,0
1337,0,0,6,26,52,666,winner,green,1
1338,4,40,0,1,-22,666,loser,purple,0
1339,1,20,4,18,33,666,loser,blue,1
1340,5,120,0,1,-26,665,loser,black,0
1341,1,40,4,32,38,665,loser,green,1
1342,4,260,2,6,-3,665,loser,purple,0
1343,2,440,7,49,51,665,winner,blue,1
1344,5,0,1,0,-20,664,loser,black,0
1345,1,0,6,46,50,664,winner,green,1
1346,4,140,0,0,-21,664,loser,purple,0
1347,2,120,5,19,32,664,loser,blue,1
1348,3,40,0,0,-15,663,loser,black,0
1349,2,120,4,20,27,663,loser,green,1
1350,5,80,1,2,-21,663,loser,purple,0
1351,1,200,6,37,53,663,winner,blue,1
1352,4,100,1,5,-15,662,loser,black,0
1353,3,260,6,41,50,662,winner,green,1
1354,3,80,0,1,-19,662,loser,purple,0
1355,1,100,4,30,35,662,loser,blue,1
1356,6,220,0,3,-30,661,loser,black,0
1357,0,0,2,18,26,661,loser,green,1
1358,2,100,0,0,-10,661,loser,purple,0
1359,0,100,6,36,51,661,winner,blue,1
1360,2,100,0,0,-11,660,loser,black,0
1361,0,0,5,30,51,660,winner,green,1
1362,3,100,0,0,-16,660,loser,purple,0
1363,3,140,3,19,12,660,loser,blue,1
1364,4,0,1,0,-18,659,loser,black,0
1365,1,80,4,34,37,659,loser,green,1
1366,5,100,0,0,-25,659,loser,purple,0
1367,0,160,5,22,50,659,winner,blue,1
1368,6,320,0,4,-28,658,loser,black,0
1369,2,240,6,48,51,658,winner,green,1
1370,3,700,0,2,-15,658,loser,purple,0
1371,1,240,6,47,49,658,loser,blue,1
1372,3,0,1,4,-6,657,loser,black,0
1373,2,0,3,22,21,657,loser,green,1
1374,4,120,0,0,-23,657,loser,purple,0
1375,1,60,6,34,51,657,winner,blue,1
1376,3,60,1,5,-2,656,loser,black,0
1377,2,60,2,22,14,656,loser,green,1
1378,5,20,0,2,-23,656,loser,purple,0
1379,1,0,8,21,53,656,winner,blue,1
1380,4,340,0,1,-23,655,loser,black,0
1381,3,140,6,34,39,655,loser,green,1
1382,3,60,1,1,-12,655,loser,purple,0
1383,2,220,6,34,54,655,winner,blue,1
1384,5,40,0,1,-24,654,loser,black,0
1385,3,120,6,51,51,654,winner,green,1
1386,3,160,1,4,-8,654,loser,purple,0
1387,2,240,6,39,43,654,loser,blue,1
1388,7,40,0,0,-33,653,loser,black,0
1389,1,160,7,33,52,653,winner,green,1
1390,3,0,1,0,-9,653,loser,purple,0
1391,2,140,5,28,39,653,loser,blue,1
1392,3,0,0,0,-15,652,loser,black,0
1393,1,80,3,12,22,652,loser,green,1
1394,4,320,0,0,-23,652,loser,purple,0
1395,0,0,5,33,51,652,winner,blue,1
1396,5,20,1,2,-17,651,loser,black,0
1397,2,0,7,40,50,651,winner,green,1
1398,5,80,0,0,-25,651,loser,purple,0
1399,0,0,4,26,35,651,loser,blue,1
1400,6,240,1,0,-24,650,loser,black,0
1401,3,140,7,47,41,650,loser,green,1
1402,6,220,2,4,-16,650,loser,purple,0
1403,1,0,6,34,53,650,winner,blue,1
1404,4,20,0,0,-21,649,loser,black,0
1405,0,0,5,22,50,649,winner,green,1
1406,5,40,0,2,-22,649,loser,purple,0
1407,0,60,4,24,35,649,loser,blue,1
1408,4,200,0,0,-28,648,loser,black,0
1409,0,20,5,30,53,648,winner,green,1
1410,1,40,0,0,-5,648,loser,purple,0
1411,1,100,1,13,12,648,loser,blue,1
1412,5,60,0,1,-23,647,loser,black,0
1413,2,220,5,32,32,647,loser,green,1
1414,3,0,0,2,-11,647,loser,purple,0
1415,1,80,6,35,51,647,winner,blue,1
1416,6,80,0,1,-31,646,loser,black,0
1417,1,60,3,20,24,646,loser,green,1
1418,1,120,0,0,-5,646,loser,purple,0
1419,1,180,6,36,52,646,winner,blue,1
1420,5,100,0,3,-22,645,loser,black,0
1421,1,0,6,36,50,645,winner,green,1
1422,4,160,0,2,-18,645,loser,purple,0
1423,1,40,5,26,40,645,loser,blue,1
1424,7,120,0,0,-35,644,loser,black,0
1425,1,0,6,34,50,644,winner,green,1
1426,2,20,0,0,-11,644,loser,purple,0
1427,1,0,5,25,42,644,loser,blue,1
1428,4,40,0,1,-18,643,loser,black,0
1429,1,180,5,23,35,643,loser,green,1
1430,4,20,0,0,-21,643,loser,purple,0
1431,1,180,5,29,51,643,winner,blue,1
1432,3,40,0,0,-15,642,loser,black,0
1433,1,240,6,42,50,642,winner,green,1
1434,5,60,1,1,-20,642,loser,purple,0
1435,4,120,6,39,45,642,loser,blue,1
1436,1,0,0,0,-5,641,loser,black,0
1437,1,20,6,28,51,641,winner,green,1
1438,6,140,0,1,-29,641,loser,purple,0
1439,1,100,3,14,17,641,loser,blue,1
1440,4,60,0,1,-16,640,loser,black,0
1441,1,40,2,19,11,640,loser,green,1
1442,3,260,0,2,-13,640,loser,purple,0
1443,0,0,6,38,53,640,winner,blue,1
1444,2,200,1,5,-1,639,loser,black,0
1445,1,20,2,24,13,639,loser,green,1
1446,4,260,0,0,-23,639,loser,purple,0
1447,0,20,5,31,51,639,winner,blue,1
1448,3,580,0,0,-17,638,loser,black,0
1449,1,40,5,28,40,638,loser,green,1
1450,6,120,0,1,-28,638,loser,purple,0
1451,1,0,6,44,51,638,winner,blue,1
1452,3,460,0,0,-21,637,loser,black,0
1453,0,60,3,26,39,637,loser,green,1
1454,4,220,0,0,-22,637,loser,purple,0
1455,1,140,5,53,51,637,winner,blue,1
1456,6,180,1,1,-24,636,loser,black,0
1457,1,0,6,36,51,636,winner,green,1
1458,5,500,2,4,-11,636,loser,purple,0
1459,1,0,4,33,34,636,loser,blue,1
1460,4,260,0,1,-18,635,loser,black,0
1461,3,120,6,35,41,635,loser,green,1
1462,6,40,1,0,-24,635,loser,purple,0
1463,0,180,6,33,54,635,winner,blue,1
1464,3,100,0,0,-15,634,loser,black,0
1465,3,40,3,16,12,634,loser,green,1
1466,3,0,0,0,-15,634,loser,purple,0
1467,0,0,6,39,54,634,winner,blue,1
1468,4,200,0,3,-19,633,loser,black,0
1469,3,220,5,31,32,633,loser,green,1
1470,5,120,3,5,-8,633,loser,purple,0
1471,2,80,6,56,51,633,winner,blue,1
1472,1,0,0,1,-3,632,loser,black,0
1473,0,0,6,27,52,632,winner,green,1
1474,5,220,0,0,-27,632,loser,purple,0
1475,3,120,3,30,18,632,loser,blue,1
1476,2,120,0,0,-10,631,loser,black,0
1477,3,100,7,35,50,631,winner,green,1
1478,3,0,0,1,-13,631,loser,purple,0
1479,5,60,6,31,26,631,loser,blue,1
1480,3,120,0,0,-16,630,loser,black,0
1481,0,0,5,18,43,630,loser,green,1
1482,7,40,0,3,-31,630,loser,purple,0
1483,1,0,6,32,52,630,winner,blue,1
1484,3,280,0,1,-13,629,loser,black,0
1485,0,0,4,36,51,629,winner,green,1
1486,6,360,1,1,-27,629,loser,purple,0
1487,0,60,4,31,30,629,loser,blue,1
1488,3,100,0,0,-17,628,loser,black,0
1489,1,80,6,45,51,628,winner,green,1
1490,3,160,0,1,-13,628,loser,purple,0
1491,3,80,4,27,21,628,loser,blue,1
1492,4,80,0,0,-20,627,loser,black,0
1493,2,200,8,32,53,627,winner,green,1
1494,4,160,1,2,-12,627,loser,purple,0
1495,6,180,7,46,42,627,loser,blue,1
1496,3,60,0,1,-13,626,loser,black,0
1497,1,280,1,5,0,626,loser,green,1
1498,2,60,0,0,-10,626,loser,purple,0
1499,0,20,5,32,51,626,winner,blue,1
1500,3,0,0,0,-16,625,loser,black,0
1501,2,180,6,42,50,625,winner,green,1
1502,4,160,0,1,-23,625,loser,purple,0
1503,0,0,3,15,33,625,loser,blue,1
1504,5,60,0,3,-24,624,loser,black,0
1505,3,260,5,41,44,624,loser,green,1
1506,3,160,1,2,-12,624,loser,purple,0
1507,1,240,6,30,50,624,winner,blue,1
1508,4,80,1,6,-7,623,loser,black,0
1509,3,0,7,36,54,623,winner,green,1
1510,4,40,1,1,-15,623,loser,purple,0
1511,3,300,5,34,26,623,loser,blue,1
1512,2,420,0,0,-13,622,loser,black,0
1513,2,160,4,17,20,622,loser,green,1
1514,3,220,0,0,-17,622,loser,purple,0
1515,1,0,5,51,54,622,winner,blue,1
1516,4,100,0,0,-20,621,loser,black,0
1517,1,280,3,22,22,621,loser,green,1
1518,3,0,0,1,-13,621,loser,purple,0
1519,0,160,5,36,52,621,winner,blue,1
1520,4,180,1,0,-16,620,loser,black,0
1521,1,0,6,40,53,620,winner,green,1
1522,4,0,1,1,-12,620,loser,purple,0
1523,2,120,3,14,16,620,loser,blue,1
1524,4,160,1,0,-14,619,loser,black,0
1525,1,0,7,38,53,619,winner,green,1
1526,4,140,0,1,-19,619,loser,purple,0
1527,3,60,4,20,22,619,loser,blue,1
1528,4,0,0,0,-20,618,loser,black,0
1529,2,40,2,12,2,618,loser,green,1
1530,1,0,0,0,-3,618,loser,purple,0
1531,1,0,6,21,53,618,winner,blue,1
1532,3,0,1,1,-10,617,loser,black,0
1533,4,220,3,27,9,617,loser,green,1
1534,1,0,0,0,-7,617,loser,purple,0
1535,1,60,5,35,51,617,winner,blue,1
1536,0,20,1,3,5,616,loser,black,0
1537,1,60,6,37,50,616,winner,green,1
1538,6,320,1,0,-24,616,loser,purple,0
1539,1,0,0,11,-3,616,loser,blue,1
1540,1,0,0,0,-5,615,loser,black,0
1541,0,60,5,40,50,615,winner,green,1
1542,5,120,0,0,-25,615,loser,purple,0
1543,0,120,1,15,11,615,loser,blue,1
1544,1,200,1,5,6,614,loser,black,0
1545,1,240,5,53,51,614,winner,green,1
1546,6,140,0,1,-29,614,loser,purple,0
1547,3,280,5,49,31,614,loser,blue,1
1548,2,20,0,2,-7,613,loser,black,0
1549,3,20,9,32,56,613,winner,green,1
1550,6,140,0,1,-28,613,loser,purple,0
1551,3,0,5,30,31,613,loser,blue,1
1552,5,580,0,1,-23,612,loser,black,0
1553,2,0,5,34,40,612,loser,green,1
1554,4,200,0,0,-22,612,loser,purple,0
1555,0,0,6,29,52,612,winner,blue,1
1556,1,0,2,6,6,611,loser,black,0
1557,2,140,6,34,51,611,winner,green,1
1558,7,120,0,0,-34,611,loser,purple,0
1559,0,140,2,13,22,611,loser,blue,1
1560,7,120,0,4,-28,610,loser,black,0
1561,1,0,6,23,51,610,winner,green,1
1562,2,80,1,3,-3,610,loser,purple,0
1563,1,0,4,21,26,610,loser,blue,1
1564,3,100,0,0,-15,609,loser,black,0
1565,0,0,5,41,51,609,winner,green,1
1566,7,0,0,2,-31,609,loser,purple,0
1567,0,240,5,28,40,609,loser,blue,1
1568,5,80,0,0,-31,608,loser,black,0
1569,1,20,5,38,50,608,winner,green,1
1570,2,180,0,1,-10,608,loser,purple,0
1571,2,40,5,30,40,608,loser,blue,1
1572,3,20,0,0,-15,607,loser,black,0
1573,3,220,4,18,20,607,loser,green,1
1574,3,0,0,0,-13,607,loser,purple,0
1575,2,920,7,33,50,607,winner,blue,1
1576,5,180,1,5,-18,606,loser,black,0
1577,0,60,5,27,50,606,winner,green,1
1578,5,200,2,10,-6,606,loser,purple,0
1579,3,180,5,22,33,606,loser,blue,1
1580,2,140,0,1,-10,605,loser,black,0
1581,5,180,4,24,17,605,loser,green,1
1582,3,200,1,1,-13,605,loser,purple,0
1583,1,0,6,44,53,605,winner,blue,1
1584,5,0,1,0,-19,604,loser,black,0
1585,4,280,5,35,27,604,loser,green,1
1586,4,40,1,1,-18,604,loser,purple,0
1587,1,60,7,40,53,604,winner,blue,1
1588,5,260,2,5,-19,603,loser,black,0
1589,3,180,7,43,51,603,winner,green,1
1590,6,220,2,8,-12,603,loser,purple,0
1591,2,40,5,36,42,603,loser,blue,1
1592,1,40,1,1,-4,602,loser,black,0
1593,1,320,5,40,51,602,winner,green,1
1594,4,320,1,2,-17,602,loser,purple,0
1595,3,160,2,46,19,602,loser,blue,1
1596,1,0,0,0,-5,601,loser,black,0
1597,2,120,1,18,7,601,loser,green,1
1598,3,140,0,0,-17,601,loser,purple,0
1599,0,100,5,36,51,601,winner,blue,1
1600,8,80,0,1,-38,600,loser,black,0
1601,0,0,5,26,52,600,winner,green,1
1602,2,20,0,0,-14,600,loser,purple,0
1603,0,0,5,27,45,600,loser,blue,1
1604,2,40,1,3,-5,599,loser,black,0
1605,6,340,5,35,19,599,loser,green,1
1606,3,0,0,3,-9,599,loser,purple,0
1607,1,260,6,37,51,599,winner,blue,1
1608,3,80,0,0,-15,598,loser,black,0
1609,2,0,8,29,54,598,winner,green,1
1610,3,0,1,0,-9,598,loser,purple,0
1611,5,100,4,23,10,598,loser,blue,1
1612,1,140,1,4,5,597,loser,black,0
1613,1,40,6,37,50,597,winner,green,1
1614,8,140,0,0,-42,597,loser,purple,0
1615,1,0,4,30,33,597,loser,blue,1
1616,5,0,0,2,-21,596,loser,black,0
1617,0,60,2,22,31,596,loser,green,1
1618,3,140,0,0,-19,596,loser,purple,0
1619,0,200,6,23,50,596,winner,blue,1
1620,5,40,0,2,-21,595,loser,black,0
1621,1,100,6,38,50,595,winner,green,1
1622,2,40,0,0,-10,595,loser,purple,0
1623,2,100,4,22,25,595,loser,blue,1
1624,6,40,0,1,-30,594,loser,black,0
1625,2,0,6,38,51,594,winner,green,1
1626,2,40,2,1,-4,594,loser,purple,0
1627,3,0,5,28,32,594,loser,blue,1
1628,5,20,0,1,-25,593,loser,black,0
1629,3,160,7,50,52,593,loser,green,1
1630,4,240,1,1,-18,593,loser,purple,0
1631,1,100,6,54,54,593,winner,blue,1
1632,5,0,0,1,-23,592,loser,black,0
1633,0,180,3,18,18,592,loser,green,1
1634,2,0,0,2,-9,592,loser,purple,0
1635,1,140,5,44,51,592,winner,blue,1
1636,6,80,0,1,-29,591,loser,black,0
1637,0,0,4,24,36,591,loser,green,1
1638,3,140,0,2,-15,591,loser,purple,0
1639,1,0,6,30,50,591,winner,blue,1
1640,2,80,0,2,-8,590,loser,black,0
1641,1,0,6,32,51,590,winner,green,1
1642,4,20,0,0,-20,590,loser,purple,0
1643,0,20,1,6,6,590,loser,blue,1
1644,7,260,1,4,-29,589,loser,black,0
1645,1,140,3,36,37,589,loser,green,1
1646,1,220,0,1,-8,589,loser,purple,0
1647,1,100,6,27,51,589,winner,blue,1
1648,3,200,0,1,-13,588,loser,black,0
1649,1,100,3,35,22,588,loser,green,1
1650,4,100,0,1,-18,588,loser,purple,0
1651,1,0,6,44,51,588,winner,blue,1
1652,0,60,0,1,0,587,loser,black,0
1653,1,280,0,21,-4,587,loser,green,1
1654,4,0,1,7,-7,587,loser,purple,0
1655,1,360,5,28,51,587,winner,blue,1
1656,3,0,0,0,-13,586,loser,black,0
1657,4,280,5,22,18,586,loser,green,1
1658,2,0,0,0,-10,586,loser,purple,0
1659,3,120,7,44,52,586,winner,blue,1
1660,6,320,0,1,-28,585,loser,black,0
1661,0,0,4,33,38,585,loser,green,1
1662,4,60,1,4,-15,585,loser,purple,0
1663,1,120,6,41,54,585,winner,blue,1
1664,5,40,0,0,-25,584,loser,black,0
1665,0,160,6,34,51,584,winner,green,1
1666,4,220,0,6,-16,584,loser,purple,0
1667,1,0,4,17,32,584,loser,blue,1
1668,2,100,0,0,-13,583,loser,black,0
1669,5,240,6,31,26,583,loser,green,1
1670,2,20,0,2,-7,583,loser,purple,0
1671,3,260,6,36,51,583,winner,blue,1
1672,5,160,1,0,-19,582,loser,black,0
1673,2,100,8,26,54,582,winner,green,1
1674,4,0,0,0,-19,582,loser,purple,0
1675,4,20,6,39,33,582,loser,blue,1
1676,4,120,1,1,-12,581,loser,black,0
1677,5,300,8,49,47,581,loser,green,1
1678,6,20,1,2,-20,581,loser,purple,0
1679,1,400,6,44,53,581,winner,blue,1
1680,1,160,1,3,3,580,loser,black,0
1681,5,240,4,20,5,580,loser,green,1
1682,4,200,1,6,-13,580,loser,purple,0
1683,3,320,7,41,52,580,winner,blue,1
1684,8,180,0,4,-30,579,loser,black,0
1685,1,40,5,25,39,579,loser,green,1
1686,3,60,0,2,-13,579,loser,purple,0
1687,0,140,7,35,52,579,winner,blue,1
1688,4,0,0,0,-20,578,loser,black,0
1689,3,240,3,17,14,578,loser,green,1
1690,0,0,0,0,-2,578,loser,purple,0
1691,2,0,6,38,50,578,winner,blue,1
1692,3,220,0,0,-18,577,loser,black,0
1693,4,380,5,68,51,577,winner,green,1
1694,3,180,2,4,-8,577,loser,purple,0
1695,3,300,6,43,43,577,loser,blue,1
1696,0,0,0,0,0,576,loser,black,0
1697,0,120,2,23,23,576,loser,green,1
1698,7,60,0,0,-35,576,loser,purple,0
1699,1,220,6,33,50,576,winner,blue,1
1700,4,200,1,1,-15,575,loser,black,0
1701,2,120,6,49,50,575,winner,green,1
1702,4,120,0,0,-23,575,loser,purple,0
1703,1,180,4,44,39,575,loser,blue,1
1704,3,400,1,12,2,574,loser,black,0
1705,3,580,8,49,50,574,winner,green,1
1706,4,320,1,7,-13,574,loser,purple,0
1707,5,180,5,69,29,574,loser,blue,1
1708,2,0,0,0,-10,573,loser,black,0
1709,1,80,7,30,54,573,winner,green,1
1710,4,60,1,0,-14,573,loser,purple,0
1711,1,0,0,2,-3,573,loser,blue,1
1712,3,60,0,0,-13,572,loser,black,0
1713,0,140,6,21,51,572,winner,green,1
1714,3,40,0,0,-18,572,loser,purple,0
1715,2,0,2,12,14,572,loser,blue,1
1716,5,0,0,0,-25,571,loser,black,0
1717,2,20,6,36,44,571,loser,green,1
1718,4,120,0,0,-21,571,loser,purple,0
1719,1,20,6,40,51,571,winner,blue,1
1720,4,20,1,5,-13,570,loser,black,0
1721,1,60,1,13,10,570,loser,green,1
1722,2,480,0,0,-12,570,loser,purple,0
1723,1,0,6,32,51,570,winner,blue,1
1724,5,40,1,2,-17,569,loser,black,0
1725,2,0,7,39,52,569,winner,green,1
1726,1,80,0,0,-7,569,loser,purple,0
1727,2,0,2,5,5,569,loser,blue,1
1728,4,100,1,1,-20,568,loser,black,0
1729,0,60,2,31,39,568,loser,green,1
1730,3,320,0,0,-21,568,loser,purple,0
1731,0,60,5,34,50,568,winner,blue,1
1732,2,0,0,0,-10,567,loser,black,0
1733,0,0,1,4,8,567,loser,green,1
1734,5,60,0,1,-23,567,loser,purple,0
1735,0,20,6,25,54,567,winner,blue,1
1736,2,40,0,4,-4,566,loser,black,0
1737,1,40,6,33,50,566,winner,green,1
1738,7,180,0,0,-42,566,loser,purple,0
1739,0,0,4,25,44,566,loser,blue,1
1740,5,20,0,1,-23,565,loser,black,0
1741,1,200,3,45,34,565,loser,green,1
1742,2,20,1,2,-7,565,loser,purple,0
1743,2,380,6,31,51,565,winner,blue,1
1744,2,40,0,0,-12,564,loser,black,0
1745,0,0,3,25,27,564,loser,green,1
1746,5,400,0,0,-26,564,loser,purple,0
1747,2,0,6,43,50,564,winner,blue,1
1748,1,0,0,1,-8,563,loser,black,0
1749,2,0,6,36,50,563,winner,green,1
1750,3,60,0,0,-15,563,loser,purple,0
1751,3,80,3,21,12,563,loser,blue,1
1752,4,340,0,1,-26,562,loser,black,0
1753,3,0,2,15,14,562,loser,green,1
1754,2,40,2,4,4,562,loser,purple,0
1755,2,0,7,32,53,562,winner,blue,1
1756,5,60,0,1,-23,561,loser,black,0
1757,4,140,6,41,43,561,loser,green,1
1758,2,40,0,0,-11,561,loser,purple,0
1759,2,80,7,39,52,561,winner,blue,1
1760,4,0,0,3,-17,560,loser,black,0
1761,0,200,6,34,54,560,winner,green,1
1762,5,140,1,0,-20,560,loser,purple,0
1763,2,160,5,26,34,560,loser,blue,1
1764,5,140,0,0,-25,559,loser,black,0
1765,1,260,6,40,50,559,winner,green,1
1766,3,0,0,1,-13,559,loser,purple,0
1767,2,140,5,33,37,559,loser,blue,1
1768,4,140,0,0,-20,558,loser,black,0
1769,1,100,4,31,28,558,loser,green,1
1770,4,60,0,0,-18,558,loser,purple,0
1771,2,120,7,47,54,558,winner,blue,1
1772,5,220,0,0,-27,557,loser,black,0
1773,1,0,6,30,51,557,winner,green,1
1774,4,0,1,2,-13,557,loser,purple,0
1775,2,20,5,30,39,557,loser,blue,1
1776,8,0,1,0,-32,556,loser,black,0
1777,1,120,6,29,46,556,loser,green,1
1778,6,0,2,1,-14,556,loser,purple,0
1779,1,0,7,22,52,556,winner,blue,1
1780,7,460,0,0,-36,555,loser,black,0
1781,3,200,7,57,50,555,winner,green,1
1782,2,20,1,0,-4,555,loser,purple,0
1783,2,240,6,40,46,555,loser,blue,1
1784,3,200,0,0,-17,554,loser,black,0
1785,1,20,4,37,34,554,loser,green,1
1786,5,100,0,0,-25,554,loser,purple,0
1787,1,40,6,40,51,554,winner,blue,1
1788,1,0,2,1,4,553,loser,black,0
1789,2,160,7,28,54,553,winner,green,1
1790,4,20,1,4,-8,553,loser,purple,0
1791,5,160,2,15,-4,553,loser,blue,1
1792,3,240,2,7,-1,552,loser,black,0
1793,1,160,6,40,50,552,winner,green,1
1794,5,0,0,3,-21,552,loser,purple,0
1795,0,160,1,27,14,552,loser,blue,1
1796,3,0,1,0,-12,551,loser,black,0
1797,4,0,3,11,6,551,loser,green,1
1798,2,80,0,0,-10,551,loser,purple,0
1799,0,60,5,30,50,551,winner,blue,1
1800,3,0,0,0,-15,550,loser,black,0
1801,1,0,6,27,50,550,winner,green,1
1802,5,20,1,0,-21,550,loser,purple,0
1803,0,0,2,6,18,550,loser,blue,1
1804,1,0,0,0,-5,549,loser,black,0
1805,2,220,7,44,53,549,winner,green,1
1806,4,80,0,2,-16,549,loser,purple,0
1807,5,340,5,32,27,549,loser,blue,1
1808,5,120,0,0,-28,548,loser,black,0
1809,1,0,6,29,50,548,winner,green,1
1810,4,120,0,0,-21,548,loser,purple,0
1811,2,0,6,43,45,548,loser,blue,1
1812,3,240,0,1,-13,547,loser,black,0
1813,2,0,7,37,50,547,winner,green,1
1814,4,240,0,3,-18,547,loser,purple,0
1815,3,20,5,27,31,547,loser,blue,1
1816,7,340,1,7,-28,546,loser,black,0
1817,3,0,6,37,40,546,loser,green,1
1818,4,120,1,5,-9,546,loser,purple,0
1819,1,320,7,34,53,546,winner,blue,1
1820,6,200,2,1,-21,545,loser,black,0
1821,3,80,7,39,51,545,winner,green,1
1822,5,60,1,3,-18,545,loser,purple,0
1823,2,100,6,28,42,545,loser,blue,1
1824,7,320,0,1,-37,544,loser,black,0
1825,0,20,5,32,51,544,winner,green,1
1826,3,0,1,0,-9,544,loser,purple,0
1827,2,40,6,36,44,544,loser,blue,1
1828,4,0,0,0,-20,543,loser,black,0
1829,0,0,2,24,18,543,loser,green,1
1830,4,500,0,0,-20,543,loser,purple,0
1831,0,0,6,30,54,543,winner,blue,1
1832,3,20,0,0,-16,542,loser,black,0
1833,2,80,6,29,50,542,winner,green,1
1834,1,100,0,0,-6,542,loser,purple,0
1835,2,160,2,8,5,542,loser,blue,1
1836,7,780,1,2,-31,541,loser,black,0
1837,3,160,7,34,51,541,winner,green,1
1838,4,60,1,8,-10,541,loser,purple,0
1839,1,0,6,40,47,541,loser,blue,1
1840,3,500,0,2,-16,540,loser,black,0
1841,1,0,6,40,51,540,winner,green,1
1842,6,40,0,0,-30,540,loser,purple,0
1843,1,120,5,33,45,540,loser,blue,1
1844,3,20,0,0,-15,539,loser,black,0
1845,1,0,6,36,50,539,winner,green,1
1846,7,160,1,3,-27,539,loser,purple,0
1847,2,0,6,34,45,539,loser,blue,1
1848,1,200,1,4,3,538,loser,black,0
1849,2,120,7,30,53,538,winner,green,1
1850,3,200,0,5,-10,538,loser,purple,0
1851,3,0,1,3,-6,538,loser,blue,1
1852,5,180,1,1,-22,537,loser,black,0
1853,3,140,5,35,36,537,loser,green,1
1854,3,340,0,1,-16,537,loser,purple,0
1855,1,0,6,44,54,537,winner,blue,1
1856,4,100,0,3,-18,536,loser,black,0
1857,1,120,6,31,47,536,loser,green,1
1858,6,60,0,0,-30,536,loser,purple,0
1859,0,100,5,30,51,536,winner,blue,1
1860,3,120,0,0,-15,535,loser,black,0
1861,1,220,2,21,14,535,loser,green,1
1862,3,0,0,1,-14,535,loser,purple,0
